what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504690464401
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504690676590
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1504690680350
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1504690681373
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1504690682456
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1504690683363
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504690685974
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504690836816
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1504690838173
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1504690838708
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1504690839462
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1504690840157
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1504690841381
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1504690841963
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504690887375
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691117396
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504691122738
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691123914
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691128800
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1504691129128
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1504691129684
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1504691131870
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1504691132661
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504691133291
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691135419
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691144075
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691145679
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691558704
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504691564995
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691566423
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691634446
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504691636989
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691638225
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691642379
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1504691654461
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1504691656201
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504691659767
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691660146
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691673302
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691674463
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691689005
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691689630
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691707100
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1504691708972
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1504691710323
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1504691716045
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504691718053
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1504691718553
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1504691723098
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1504691724618
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504691725173
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691727306
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691730647
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1504691776607
activated,editor,org.python.pydev,2.8.2.2013090511,"org.python.pydev.editor.PythonEditor",1504691779258
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691784849
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691862449
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.cut",1504691868719
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1504691870401
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504691876433
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691879984
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691885841
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504691895673
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691897575
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691906525
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691907790
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1504691920718
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1504691957998
